date,open,high,low,close,volume
2021-09-01,289.0,297.4,287.3,295.25,33103168
2021-09-02,295.25,296.3,291.7,293.15,14907001
2021-09-03,292.5,296.45,292.0,295.55,16594135
2021-09-06,297.5,298.95,296.0,297.45,16622865
2021-09-07,297.35,297.8,290.9,294.6,14325904
2021-09-08,293.5,298.8,291.6,295.25,14920479
2021-09-09,294.0,303.5,293.55,298.95,34020970
2021-09-13,299.0,302.0,295.5,301.2,16339860
2021-09-14,302.25,307.2,302.2,306.1,23234649
2021-09-15,306.1,313.0,306.1,311.95,26808872
2021-09-16,313.4,315.0,307.65,311.65,26249369
2021-09-17,312.0,315.35,306.0,308.6,24972069
2021-09-20,304.9,310.25,297.3,298.95,19632688
2021-09-21,298.6,302.7,293.1,301.95,19439330
2021-09-22,303.15,313.8,303.0,310.1,29545253
2021-09-23,313.2,324.0,313.2,321.5,52701665
2021-09-24,325.1,326.95,316.05,317.95,28901243
2021-09-27,323.15,333.6,323.15,331.65,56305136
2021-09-28,334.0,336.0,324.5,329.3,28497009
2021-09-29,325.0,333.0,324.0,330.25,19740150
2021-09-30,331.25,337.9,329.1,333.35,30268517
2021-10-01,332.65,337.3,325.7,333.3,29877695
2021-10-04,336.8,343.25,335.15,342.0,31124014
2021-10-05,340.45,351.5,338.85,344.95,31861985
2021-10-06,347.0,348.7,335.0,336.05,25272592
2021-10-07,341.1,383.0,339.25,376.5,163238084
2021-10-08,385.9,397.55,380.0,382.95,93728117
2021-10-11,390.15,420.9,388.0,415.75,113404983
2021-10-12,423.0,435.7,413.6,420.85,97349265
2021-10-13,462.9,523.85,462.9,506.9,197949387
2021-10-14,530.0,530.0,492.0,497.6,103630901
2021-10-18,507.0,525.0,503.6,509.6,72322623
2021-10-19,512.45,517.4,476.05,481.9,57428637
2021-10-20,481.8,497.0,471.25,486.9,55444814
2021-10-21,491.75,510.4,485.75,508.0,52608672
2021-10-22,509.9,510.7,487.4,490.9,42742785
2021-10-25,493.9,496.0,473.25,479.9,33107841
2021-10-26,483.5,510.0,483.25,508.65,58027770
2021-10-27,505.75,506.55,496.0,497.9,30361263
2021-10-28,493.9,493.9,478.55,481.05,25182748
2021-10-29,482.0,491.6,467.7,483.7,31054342
2021-11-01,486.45,489.7,469.8,485.7,34302613
2021-11-02,506.5,510.0,486.5,487.85,51561933
2021-11-03,483.8,495.0,481.6,484.9,22936533
2021-11-04,489.8,493.55,488.0,489.7,5525263
2021-11-08,493.9,504.85,490.25,501.4,31731826
2021-11-09,505.0,520.65,503.5,509.65,50458115
2021-11-10,506.25,515.95,500.2,510.75,26610358
2021-11-11,510.0,519.0,501.0,503.45,29254638
2021-11-12,506.95,509.55,497.35,507.05,20731808
2021-11-30,466.55,478.0,455.65,458.95,35463150
2021-12-01,467.85,478.4,463.55,478.0,28245891
2021-12-02,479.4,480.45,471.7,478.45,21001445
2021-12-03,480.0,484.7,477.3,480.3,20937973
2021-12-06,480.1,480.9,466.0,468.0,17943284
2021-12-07,476.85,484.9,471.0,482.5,21276981
2021-12-08,484.5,495.95,483.5,493.4,20571828
2021-12-09,498.0,498.5,489.55,493.1,16945461
2021-12-10,487.75,496.8,486.55,493.4,14556559
2021-12-13,499.45,506.4,494.2,496.0,21914881
2021-12-14,491.95,491.95,483.3,489.1,17718987
2021-12-15,487.8,497.7,487.25,491.65,16263723
2021-12-16,495.0,496.5,487.4,491.95,13581352
2021-12-17,488.0,488.85,468.2,470.2,27341178
2021-12-20,459.9,460.0,440.0,447.05,33007516
2021-12-21,452.1,460.9,449.85,453.6,18838054
2021-12-22,458.15,472.15,458.15,470.5,22730750
2021-12-23,476.0,478.0,470.95,472.35,12116814
2021-12-24,474.9,474.9,460.0,467.6,15487368
2021-12-27,465.7,472.45,460.1,471.15,12557565
2021-12-28,475.2,482.8,472.65,480.2,22860916
2021-12-29,478.75,481.6,474.25,476.0,10263884
2021-12-30,472.55,476.4,468.6,470.4,11923961
2021-12-31,472.7,483.6,471.85,482.4,15541446
2022-01-03,493.5,500.85,492.0,497.6,32746460
2022-01-04,496.8,499.0,484.05,489.6,24100985
2022-01-05,486.95,492.75,483.55,489.75,15420105
2022-01-06,481.5,492.95,477.1,488.85,16563230
2022-01-07,490.05,495.5,483.75,490.6,15532165
2022-01-10,493.1,504.9,491.3,503.7,25193771
2022-01-11,503.0,507.9,498.15,501.3,16269193
2022-01-12,505.85,511.85,503.5,507.25,16255334
2022-01-13,504.0,513.8,494.8,511.95,27572553
2022-01-14,509.0,515.4,505.65,509.9,12655602
2022-01-17,514.8,526.9,512.0,525.0,27942414
2022-01-18,527.9,528.5,507.15,510.8,19353195
2022-01-19,510.0,522.2,504.8,520.85,21799071
2022-01-20,519.95,523.2,512.0,515.7,18364451
2022-01-21,510.4,513.85,494.25,501.85,17946821
2022-01-24,499.7,504.3,473.35,478.45,25228959
2022-01-25,473.8,492.5,467.65,490.55,22565698
2022-01-27,480.75,502.7,476.6,494.4,26676094
2022-01-28,500.5,509.35,495.3,497.3,21784640
2022-01-31,505.0,520.0,498.2,517.75,27306578
2022-02-01,508.0,514.75,493.0,504.3,48030231
2022-02-02,508.6,514.45,505.15,506.4,14311040
2022-02-03,509.1,514.3,502.85,504.5,15249245
2022-02-04,503.8,507.8,499.0,500.6,12663199
2022-02-07,502.9,504.35,492.5,494.6,13392910
2022-02-08,498.0,498.5,479.15,492.75,23378623
2022-02-09,496.5,503.7,494.7,501.25,12430730
2022-02-10,506.7,510.5,504.2,507.45,14537945
2022-02-11,503.25,507.0,497.0,498.85,13534899
